1;61.17
2;47.53
3;48.05
4;47.53
5;51.19
6;40.4
7;45.51
8;78.29
9;50.76
10;41.03
11;46.68
12;77.32
13;52.22
14;41.3
15;46.89
16;68.4
17;36.8
18;33.8
19;46.6
20;73.8
21;36.5
22;37.6
23;41.7
24;87.5
25;55.3
26;44.4
27;50.4
28;84.9
29;56.5
30;44.6
31;51.9
32;72.3
33;55.2
34;42.5
35;53.6
36;80.5
